name,author,narrator,time,releasedate,language,stars,price,ratings
Lux,"Brandon Sanderson,Steven Michael Bohls",Mac Leod Andrews,834,2021-07-22,English,3.0,"1,171.00",2
The Long Dark Tea-Time of the Soul,Douglas Adams,Stephen Mangan,466,2021-10-14,English,4.0,323.00,1
Orphan X,Gregg Hurwitz,Scott Brick,676,2016-09-27,English,4.0,793.00,7
He Who Fights with Monsters 4,"Shirtaloon,Travis Deverell",Heath Miller,1340,2021-12-28,English,5.0,"2,010.00",4
Red Metal,"Mark Greaney,Lieutenant Colonel Hunter Ripley Rawlings IV-USMC",Marc Vietor,1281,2019-07-16,English,4.5,"1,170.00",3
The Division: Hearts on Fire,"Tom Clancy,Kc Wayland","Katee Sackhoff,Shannon Woodward,Intae Kim,",330,2021-07-15,English,4.0,759.00,7
The Second Storm: A Xianxia Fantasy Epic,Tao Wong,Travis Baldree,576,2021-11-29,English,5.0,668.00,1
Viridian Gate Online: Crimson Alliance,James Hunter,Armen Taylor,629,2017-08-14,English,5.0,836.00,1
Only Human,Sylvain Neuvel,"Sylvain Neuvel,William Hope,Charlie Anson,",521,2018-05-03,English,4.5,683.00,27
The New Kingdom,"Wilbur Smith,Mark Chadbourn-contributor",Amir El-Masry,800,2021-09-02,English,5.0,"1,405.00",1
Clive Cussler's the Devil's Sea,Dirk Cussler,Scott Brick,623,2021-11-11,English,4.0,888.00,1
Alien: Covenant Origins,Alan Dean Foster,Tom Taylorson,511,2017-09-26,English,4.0,820.00,1
The Naked Face & The Stars Shine Down,Sidney Sheldon,"Roger Moore,Roddy Mc Dowall",319,2016-08-09,English,4.0,585.00,3
Of Blood and Fire,Ryan Cahill,Derek Perkins,983,2021-10-05,English,4.0,"1,340.00",1
Defiance of the Fall,"The First Defier,JFBrink",Pavi Proczko,1409,2021-06-08,English,5.0,"1,003.00",2
Fight Club,Chuck Palahniuk,Jim Colby,334,2008-09-03,English,4.5,372.00,17
He Who Fights with Monsters 3,"Shirtaloon,Travis Deverell",Heath Miller,1479,2021-09-07,English,5.0,"2,010.00",7
Dune: Paul of Dune,"Kevin JAnderson,Brian Herbert",Scott Brick,1115,2021-11-18,English,5.0,949.00,1
Star Wars: The Fallen Star,Claudia Gray,Marc Thompson,811,2022-01-04,English,4.5,888.00,3
Night Watch,Terry Pratchett,Stephen Briggs,640,2007-07-06,English,5.0,820.00,9
Mark of the Founder: A litRPG Saga,James T.Callum,Eric Michael Summerer,1773,2021-03-16,English,5.0,"2,010.00",3
River God,Wilbur Smith,Mark Meadows,1716,2019-01-31,English,4.5,"1,138.00",5
Twenty Thousand Leagues Under the Sea,Jules Verne,Alan Munro,1077,2017-01-13,English,4.5,117.00,4
The Extinction Survival Series Box Set,Walt Browning,Bronson Pinchot,2280,2022-01-24,English,5.0,"1,804.00",1
The Last Light,pirateaba,Andrea Parsneau,3137,2021-11-23,English,5.0,"2,010.00",2
The 6th Extinction,James Rollins,Christian Baskous,899,2021-08-31,English,5.0,"1,055.00",1
"Oh, Great! I Was Reincarnated as a Farmer",Benjamin Kerei,Travis Baldree,1070,2021-09-14,English,5.0,"1,675.00",1
Sidney Sheldon's Reckless,"Sidney Sheldon,Tilly Bagshawe",Michael Kramer,664,2015-11-19,English,4.5,491.00,7
Dark Age,Pierce Brown,"Tim Gerard Reynolds,John Curless,Moira Quirk,",2038,2019-07-31,English,5.0,"1,407.00",7
The First Wall,Gav Thorpe,Jonathan Keeble,764,2020-02-29,English,4.0,"1,138.00",4
Tiamat's Wrath,James S.A.Corey,Jefferson Mays,1148,2019-03-26,English,5.0,"1,289.00",24
Reincarnated as the Last of My Kind: Volume 2,Kiri Komori,"Cassandra Morris,Graham Halstead",461,2021-11-16,English,4.5,"1,005.00",2
Defiance of the Fall 3,"The First Defier,JFBrink",Pavi Proczko,1474,2021-11-30,English,4.0,"1,003.00",1
The Finish Line,Kate Stewart,"Maxine Mitchell,Joe Arden",879,2021-08-03,English,4.0,"1,340.00",1
Defiance of the Fall 2,"The First Defier,JFBrink",Pavi Proczko,1470,2021-08-10,English,4.0,"1,003.00",1
Invisible Sun,Charles Stross,Kate Reading,1109,2021-09-30,English,5.0,323.00,2
The Exiled Fleet,J.S.Dewes,"Andrew Eiden,Nicol Zanzarella",1128,2021-08-17,English,5.0,221.00,1
Wagga,Alex Kozlowski,Grant Cartwright,940,2021-10-12,English,4.0,"1,340.00",1
Initialization,"From Hell,Oppa Translations-translator",Travis Baldree,642,2021-10-12,English,5.0,"1,172.00",1
The Starless Crown,James Rollins,"James Rollins,Nicola Barber",1325,2022-01-04,English,3.0,301.00,1
Winter Solstice,pirateaba,Andrea Parsneau,2054,2021-07-27,English,5.0,"2,010.00",2
Will Save the Galaxy for Food,Yahtzee Croshaw,Yahtzee Croshaw,620,2017-02-14,English,4.0,836.00,8
Prodigal Son,Gregg Hurwitz,Scott Brick,822,2021-02-04,English,4.0,888.00,1
The Shadows Over Marquette,Alex Gilbert,Hollie Jackson,601,2022-01-25,English,5.0,"1,172.00",1
The Last Physicist,Dominic Stal,"Justin Thomas James,Jeff Hays,Annie Ellicott",1140,2021-09-23,English,1.0,836.00,1
Midnight Days,"Anna Zaires,Charmaine Pauls","CJBloom,Sebastian York",718,2021-11-16,English,4.0,836.00,1
The Curious Incident of the Dog in the Night-Time (Unabridged),Mark Haddon,Ben Tibber,359,2005-09-26,English,4.0,820.00,51
Cause for War,"Michael Atamanov,Andrew Schmitt-translator",Neil Hellegers,654,2021-10-05,English,5.0,703.00,1
"The Tale of Princess Fatima, Warrior Woman",Melanie Magidow,Dalia Ramahi,383,2021-08-03,English,5.0,879.00,1
Warlock,Wilbur Smith,Mark Meadows,1565,2019-01-31,English,5.0,"1,138.00",3
Treasure Girl (Hindi Edition),Abhishek Singh,Chaitali Gupta,497,2021-02-25,Hindi,4.0,668.00,6
Battlefield Reclaimer,David North,Travis Baldree,1095,2022-01-12,English,5.0,836.00,1
Geedad Ka Shikar [Jackal Hunt],Mirza Azeem Baig Chughtai,Sameer Goswami,13,2022-02-21,Hindi,5.0,Free,1
The Chosen Ones,"From Hell,Oppatranslations-translator",Travis Baldree,709,2022-02-22,English,5.0,"1,172.00",1
Reborn as a Baron Lord,Han Yang,"Marissa Parness,Alex Perone",652,2021-05-04,English,1.0,"1,340.00",1
Black Order,James Rollins,Grover Gardner,889,2021-08-31,English,5.0,"1,055.00",1
Valkyrie,Craig Alanson,R.C.Bray,1185,2020-02-04,English,4.5,"1,507.00",7
Paternus: The Complete Trilogy,Dyrk Ashton,Nik Magill,3703,2020-12-09,English,3.0,"1,003.00",2
The Legend of Randidly Ghosthound,"Noret Flood,puddles4263",Mac Leod Andrews,1389,2021-11-09,English,5.0,"2,010.00",1
Sackett's Land,Louis L'Amour,John Curless,314,2099-12-15,English,5.0,651.00,4
The Traitor Baru Cormorant,Seth Dickinson,Christine Marshall,840,2015-09-15,English,3.5,181.00,2
Breakaway,Craig Alanson,R.C.Bray,1162,2021-06-01,English,4.0,"2,010.00",6
Minecraft: The Island (Narrated by Jack Black),Max Brooks,Jack Black,377,2017-07-19,English,5.0,683.00,11
Dungeon Born,Dakota Krout,Vikas Adam,752,2017-03-28,English,3.5,"1,008.00",3
The Kingdoms,Natasha Pulley,Theo Solomon,901,2021-05-27,English,4.0,569.00,1
"Star Wars: Dark Force Rising: The Thrawn Trilogy, Book 2",Timothy Zahn,Marc Thompson,896,2012-06-26,English,5.0,"1,206.00",9
Never Let Me Down Again,Mark Dawson,David Thorpe,657,2021-07-29,English,5.0,645.00,1
Binti,Nnedi Okorafor,Robin Miles,150,2015-09-22,English,5.0,74.00,3
Critical Mass,Craig Alanson,R.C.Bray,1165,2020-08-04,English,5.0,"1,675.00",13
Golden Son,Pierce Brown,Tim Gerard Reynolds,1143,2015-01-06,English,4.5,"1,055.00",35
The Heist,Daniel Silva,George Guidall,727,2014-07-15,English,4.5,"1,519.00",2
Alien: Prototype,Tim Waggoner,Sarah Mollo-Christensen,534,2019-10-29,English,3.0,820.00,1
Mission Critical,Mark Greaney,Jay Snyder,1021,2019-02-19,English,4.5,"1,003.00",14
God's Eye: Awakening: A Labyrinth World LitRPG Novel,Aleron Kong,Luke Daniels,1152,2021-02-02,English,4.5,836.00,2
Star Wars: The Old Republic: Revan,Drew Karpyshyn,Marc Thompson,652,2011-11-15,English,5.0,"1,131.00",10
"Perdido Street Station: New Crobuzon, Book 1",China Mieville,Jonathan Oliver,1860,2011-09-08,English,3.5,"1,138.00",2
The Guns of Navarone,Alistair Mac Lean,Toby Stephens,127,2010-06-01,English,3.5,410.00,2
Fugitive Telemetry,Martha Wells,Kevin R.Free,264,2021-04-27,English,4.5,586.00,9
Tom Clancy’s Target Acquired,Don Bentley,Scott Brick,651,2021-06-10,English,4.5,888.00,3
He Who Fights with Monsters 2,"Shirtaloon,Travis Deverell",Heath Miller,1321,2021-05-18,English,5.0,"2,010.00",6
Damage: An Arranged Marriage Mafia Romance,Natasha Knight,"Wen Ross,Mackenzie Cartwright",430,2019-10-15,English,4.0,668.00,4
Flowers of Esthelm,pirateaba,Andrea Parsneau,2257,2021-04-27,English,5.0,"2,010.00",2
The House of Always,Jenn Lyons,"Lauren Fortgang,Vikas Adam",1613,2021-05-13,English,5.0,323.00,1
Vow of Deception,Rina Kent,"Jason Clarke,Desiree Ketchum",484,2021-03-10,English,5.0,668.00,2
Magic Binds,Ilona Andrews,Renee Raudman,781,2016-10-04,English,5.0,"1,005.00",1
Age of Myth [Dramatized Adaptation],Michael J.Sullivan,"Amanda Forstrom,Bradley Smith,Carolyn Kashner,",686,2022-01-03,English,5.0,961.00,1
CivCEO 5,Andrew Karevik,Neil Hellegers,487,2021-11-23,English,5.0,586.00,1
Magic Triumphs,Ilona Andrews,Renee Raudman,726,2018-08-28,English,5.0,"1,005.00",1
The Twice-Dead King: Ruin,Nate Crowley,Richard Reed,682,2021-10-09,English,5.0,"1,138.00",1
Super Powereds: Year 4,Drew Hayes,Kyle Mc Carley,3637,2018-07-03,English,3.5,"1,055.00",3
The Wolftime,Gav Thorpe,John Banks,903,2021-11-13,English,4.0,"1,138.00",2
The Burning Shore,Wilbur Smith,Sean Barrett,1218,2018-12-27,English,5.0,987.00,1
Prodigies,Apollos Thorne,"Cindy Kay,David Shih",2102,2022-01-18,English,2.0,"2,010.00",2
The Sum of All Fears,Tom Clancy,John Mac Donald,2037,2014-02-18,English,5.0,"1,054.00",10
King of Kings,Wilbur Smith,Elliot Chapman,779,2019-04-04,English,5.0,873.00,2
The Tao Te Ching,Lao Tzu,Dan Strutzel,91,2018-05-31,English,4.5,"1,003.00",5
Blade Runner,Philip K.Dick,Scott Brick,552,2007-11-27,English,4.5,878.00,8
Protector,Conn Iggulden,George Blagden,772,2021-05-13,English,5.0,888.00,1
Exiled Lands,James T.Callum,Eric Michael Summerer,2078,2021-06-08,English,4.0,"2,010.00",1
The Secret of the Stones,Ernest Dempsey,John Glouchevitch,562,2018-06-26,English,4.0,586.00,1
The Guns of Navarone,Alistair Mac Lean,Jonathan Oliver,710,2017-02-09,English,5.0,491.00,2
The Mayor of Noobtown,Ryan Rimmel,Johnathan Mc Clain,543,2019-08-13,English,5.0,"1,005.00",2
No Country for Old Men,Cormac Mc Carthy,Tom Stechschulte,449,2005-07-22,English,4.5,837.00,13
Kings of the Wyld: Booktrack Edition,Nicholas Eames,Jeff Harding,1066,2020-08-25,English,5.0,500.00,12
Heart of Darkness,Joseph Conrad,Felbrigg Napoleon Herriot,246,2018-05-21,English,4.0,190.00,1
Limitless,Alan Glynn,Bryan Bounds,687,2014-09-05,English,3.5,"1,306.00",3
Agent in Place,Mark Greaney,Jay Snyder,986,2018-02-20,English,4.5,"1,338.00",11
Aftermath: Star Wars,Chuck Wendig,Marc Thompson,736,2015-09-04,English,4.0,"1,131.00",1
Jaws,Peter Benchley,Erik Steele,579,2009-04-07,English,4.0,609.00,3
Network Effect,Martha Wells,Kevin R.Free,768,2020-05-05,English,4.5,938.00,16
The Screwtape Letters,C.S.Lewis,Joss Ackland,238,2012-04-12,English,5.0,303.00,2
Airport,Arthur Hailey,BJHarrison,1157,2020-05-19,English,4.5,820.00,13
The Saints of Salvation,Peter F.Hamilton,John Lee,1047,2020-10-29,English,4.5,323.00,2
The Extinction Trials,A.G.Riddle,John Skelley,648,2021-11-02,English,3.0,938.00,2
The Sicilian,Mario Puzo,"Larry Brandenburg,Jane Brody,Walter Brody,",649,2015-09-17,English,4.5,721.00,9
The RPG Apocalypse,Jeremy Chambless,Maks Daniels,622,2021-10-19,English,5.0,"1,172.00",1
Player Reached the Top,"Rick Scar,Ingrid Wolf-translator",James Fouhey,573,2021-09-14,English,4.0,586.00,1
Dance of a Burning Sea,E.J.Mellow,"Madeline Lake,Nelson Hobbs",1061,2021-10-19,English,5.0,"1,055.00",1
Ronin,Mark Dawson,David Thorpe,709,2021-02-02,English,5.0,645.00,2
Star Wars: The Clone Wars,Karen Traviss,Jeff Gurner,467,2008-09-16,English,5.0,879.00,1
World Keeper: Era of the Gods,Justin Miller,Stephen Bel Davies,1214,2022-02-22,English,3.0,820.00,1
Gateway,Frederik Pohl,"Oliver Wyman,Robert J.Sawyer",517,2009-09-08,English,2.0,735.00,2
A Dead Djinn in Cairo,P.DjèlíClark,Suehyla El-Attar,101,2019-08-27,English,4.5,13.00,3
Ender's Shadow,Orson Scott Card,"Scott Brick,Gabriellede Cuir,fullcast",942,2005-08-12,English,4.5,221.00,3
The Duke Heist,Erica Ridley,Moira Quirk,624,2021-02-09,English,5.0,500.00,3
Birds of Prey,Wilbur Smith,Sean Barrett,1594,2019-10-25,English,4.0,"1,138.00",4
Locked On,"Tom Clancy,Mark Greaney",Lou Diamond Phillips,1045,2011-12-13,English,5.0,"1,005.00",5
Magic Bites,Ilona Andrews,Renée Raudman,545,2016-12-30,English,4.5,668.00,3
Remote Control,Nnedi Okorafor,Adjoa Andoh,247,2021-01-19,English,5.0,74.00,1
Doctor Who: The Witchfinders,Joy Wilkinson,Sophie Aldred,249,2021-03-11,English,5.0,888.00,1
The Gate of Bones,Andy Clark,John Banks,762,2021-02-06,English,5.0,"1,112.00",1
Age of Myth,Michael J.Sullivan,Tim Gerard Reynolds,1015,2016-06-28,English,4.5,"1,172.00",10
Paradise,Craig Alanson,R.C.Bray,953,2017-05-23,English,4.5,"1,340.00",11
Around the World in Eighty Days,Jules Verne,John Rayburn,438,2021-03-02,English,4.5,773.00,2
Privateers,Ben Bova,Stefan Rudnicki,702,2021-12-14,English,2.0,984.00,1
Harrow the Ninth,Tamsyn Muir,Moira Quirk,1191,2020-08-04,English,5.0,"1,289.00",4
Congo,Michael Crichton,Julia Whelan,616,2015-10-06,English,4.5,"1,005.00",9
Alien: The Cold Forge,Alex White,Michael Braun,711,2018-07-17,English,3.5,820.00,2
Summer Frost,Blake Crouch,Rosa Salazar,139,2019-09-17,English,4.5,67.00,8
Der Hobbit,J.R.R.Tolkien,Gert Heidenreich,653,2010-12-26,german,5.0,468.00,1
Age of War,Michael J.Sullivan,Tim Gerard Reynolds,1007,2018-07-03,English,4.5,"1,172.00",7
Artificial Condition,Martha Wells,Kevin R.Free,201,2018-05-08,English,4.5,469.00,15
Magic Strikes,Ilona Andrews,Renee Raudman,650,2017-05-12,English,5.0,836.00,4
Dragon Bones,Patricia Briggs,Joe Manganiello,536,2010-11-15,English,5.0,938.00,1
Infinite,Jeremy Robinson,R.C.Bray,621,2017-10-20,English,3.0,836.00,2
The Land: Founding: A LitRPG Saga,Aleron Kong,Nick Podehl,589,2017-04-21,English,4.0,668.00,12
The First Starfighter: Game 1,Grace Goodwin,"Tor Thom,Avery Reid",326,2021-06-15,English,5.0,820.00,1
The Original,"Brandon Sanderson,Mary Robinette Kowal",Julia Whelan,205,2020-09-14,English,4.5,469.00,35
The Warded Man (1 of 2) [Dramatized Adaptation],Peter V.Brett,"Ken Jackson,Richard Rohan,Terence Aselford,",429,2020-10-07,English,5.0,703.00,1
Eaters of the Dead,Michael Crichton,Simon Vance,318,2015-11-24,English,4.5,603.00,2
Wayward Galaxy,"Jason Anspach,J.N.Chaney",R.C.Bray,769,2020-09-29,English,4.5,"1,172.00",2
Hell Divers V: Captives,Nicholas Sansbury Smith,R.C.Bray,590,2019-05-07,English,5.0,608.00,1
Rule of Two,Drew Karpyshyn,Jonathan Davis,612,2012-10-30,English,5.0,"1,206.00",9
The Rebel,"Roman Prokofiev,Irene Woodhead-translator,Neil P.Woodhead-translator",Phil Thron,764,2021-11-09,English,4.0,703.00,1
Such a Fun Age,Kiley Reid,Nicole Lewis,598,2020-01-07,English,4.0,493.00,93
"Girl, Woman, Other",Bernardine Evaristo,Anna-Maria Nabirye,667,2019-05-02,English,4.0,820.00,112
Beloved,Toni Morrison,Toni Morrison,723,2006-05-22,English,4.0,"1,131.00",15
Kindred,Octavia E.Butler,Kim Staunton,655,2007-09-12,English,4.5,984.00,6
Homegoing,Yaa Gyasi,Dominic Hoffman,791,2017-01-05,English,4.5,820.00,25
Americanah,Chimamanda Ngozi Adichie,Adjoa Andoh,1048,2013-04-11,English,4.5,827.00,75
The Personal Librarian,"Marie Benedict,Victoria Christopher Murray",Robin Miles,743,2021-06-29,English,5.0,"1,131.00",5
The Help,Kathryn Stockett,"Jenna Lamia,Bahni Turpin,Octavia Spencer,",1085,2021-08-05,English,5.0,888.00,1
Invisible Man,Ralph Ellison,Joe Morton,1116,2010-12-21,English,5.0,"1,206.00",1
An American Marriage (Oprah’s Book Club),Tayari Jones,"Sean Crisden,Eisa Davis",539,2018-02-06,English,4.0,820.00,65
Razorblade Tears,S.A.Cosby,Adam Lazarre-White,720,2021-07-06,English,4.0,181.00,7
Zikora,Chimamanda Ngozi Adichie,Adepero Oduye,75,2020-10-27,English,4.5,67.00,60
Temper Me,Alexandria House,"Jakobi Diem,Adenrele Ojo",382,2022-02-03,English,3.0,"1,003.00",1
The Color Purple,Alice Walker,Samira Wiley,487,2020-05-19,English,4.0,"1,003.00",7
Reel,Kennedy Ryan,"Eboni Flowers,Jakobi Diem,Nicole Small",981,2021-06-08,English,4.5,836.00,3
Song of Solomon,Toni Morrison,Toni Morrison,177,2009-06-23,English,4.5,452.00,3
Sula,Toni Morrison,Toni Morrison,346,2007-07-23,English,4.5,753.00,5
The Prophets,Robert Jones Jr.,Karen Chilton,892,2021-01-05,English,4.0,873.00,1
Luster,Raven Leilani,Ariel Blake,399,2021-01-21,English,4.5,323.00,13
The Color Purple,Alice Walker,Alice Walker,478,2018-12-25,English,4.5,668.00,49
"To Sir, with Love",E.R.Braithwaite,Ben Onwukwe,406,2017-12-05,English,5.0,"1,172.00",7
Transcendent Kingdom,Yaa Gyasi,Bahni Turpin,521,2020-09-01,English,4.5,888.00,23
Consolata,Beata Umubyeyi Mairesse,Dorcas Sowunmi,64,2021-12-30,English,5.0,501.00,1
How to Marry Keanu Reeves in 90 Days,K.M.Jackson,Tyla Collier,518,2021-11-02,English,3.0,500.00,1
And Still I Rise (Unabridged Selections),Maya Angelou,Maya Angelou,22,2005-12-15,English,4.5,302.00,5
The Mothers,Brit Bennett,Adenrele Ojo,595,2016-10-11,English,4.0,"1,005.00",4
Dispossession,Tayari Jones,Gabrielle Union,57,2021-01-14,English,4.0,233.00,9
The Water Dancer,Ta-Nehisi Coates,Joe Morton,854,2019-10-03,English,4.0,888.00,7
Dirty Love,Kenya Wright,"Shari Peele,Ellis Evans",652,2019-03-19,English,5.0,"1,172.00",1
Forget Me Not,Q.B.Tyler,"Elizabeth Hart,Jeremy York",527,2020-03-24,English,3.5,586.00,3
Damsels in Distress,Nikita Lynnette Nichols,Katherine Dollison,443,2020-08-10,English,5.0,773.00,1
Your Blues Ain't Like Mine,Bebe Moore Campbell,"Alfre Woodard,Allison Smith",165,2099-12-16,English,4.0,500.00,1
Real Life,Brandon Taylor,Kevin R.Free,565,2020-02-18,English,4.0,"1,005.00",7
Deacon King Kong,James Mc Bride,Dominic Hoffman,845,2020-07-16,English,4.5,888.00,6
Hollywood Ending,Kellye Garrett,Bahni Turpin,619,2020-03-17,English,4.0,"1,172.00",1
This Close to Okay,Leesa Cross-Smith,"Kamali Minter,Zeno Robinson",586,2021-02-02,English,4.0,500.00,2
Dead and Buried,Barbara Hambly,Ron Butler,561,2021-06-08,English,5.0,820.00,1
"Sing, Unburied, Sing",Jesmyn Ward,"Kelvin Harrison Jr.,Chris Chalk,Rutina Wesley",502,2017-11-15,English,4.0,569.00,4
Silver Sparrow,Tayari Jones,"Rosalyn Coleman-Williams,Heather Alicia Simms",611,2020-03-19,English,4.0,645.00,2
The Secret Lives of Church Ladies,Deesha Philyaw,Janina Edwards,246,2020-12-29,English,5.0,469.00,2
These Women,Ivy Pochoda,"Bahni Turpin,Frankie Corzo",540,2020-05-19,English,5.0,759.00,1
Jazz,Toni Morrison,Toni Morrison,180,2015-03-10,English,5.0,502.00,1
Life on Mars,Tracy K.Smith,Tracy K.Smith,82,2017-09-12,English,4.0,445.00,1
Tar Baby,Toni Morrison,Desiree Coleman,686,2011-07-19,English,5.0,"1,005.00",1
Devil in a Blue Dress,Walter Mosley,Michael Boatman,335,2009-10-28,English,4.5,735.00,2
Will Williams,Namwali Serpell,JDJackson,42,2019-06-27,English,4.0,67.00,1
Let Me Love You,Alexandria House,"Jakobi Diem,Adenrele Ojo",666,2018-08-07,English,5.0,703.00,1
for colored girls who have considered suicide - when the rainbow is enuf,Ntozake Shange,Thandiwe Newton,118,2010-11-02,English,5.0,501.00,1
Celebrations,Maya Angelou,Maya Angelou,42,2006-10-05,English,4.5,502.00,2
Dirty Desires,Kenya Wright,"Ellis Evans,Shari Peele",649,2020-08-11,English,5.0,"1,172.00",1
Tiny Imperfections,"Alli Frank,Asha Youmans",Bahni Turpin,608,2020-05-05,English,5.0,"1,005.00",1
So We Can Glow,Leesa Cross-Smith,"Erin Bennett,Kamali Minter,Cassandra Morris,",402,2020-03-10,English,5.0,500.00,1
Dirty Minds,Kenya Wright,"Ellis Evans,Shari Peele",423,2020-05-19,English,5.0,"1,172.00",1
Blanche Cleans Up,Barbara Neely,Lisa ReneéPitts,718,2019-10-22,English,5.0,703.00,1
Snapped,Tracy Brown,Napiera Groves,616,2019-06-18,English,5.0,468.00,1
The Last Thing You Surrender,Leonard Pitts Jr.,Bill Andrew Quinn,1214,2019-02-12,English,4.0,820.00,1
Dirty Kisses,Kenya Wright,"Ellis Evans,Shari Peele",475,2019-01-31,English,5.0,"1,172.00",1
Unexpected Stories,Octavia E.Butler,Robin Miles,144,2018-11-27,English,4.0,351.00,1
Inseparable,Brenda Jackson,Ohms Pete,547,2013-07-02,English,5.0,601.00,1
Seduced by a Stranger,Brenda Jackson,Pete Ohms,353,2013-07-30,English,5.0,601.00,2
Jaya: A Retelling of the Mahabharata,Devdutt Pattanaik,Sumit Kaul,523,2020-07-31,English,4.5,879.00,107
Kurukshetra (Hindi Edition),Dinkar,Neeraj Yadav,160,2019-05-24,Hindi,4.5,159.00,39
The Mahabharata,John D.Smith-translator,"Shaheen Khan,Sagar Arya",2647,2021-03-25,English,5.0,"1,093.00",1
Thirukkural,"Thiruvalluvar,M.Rajaram-translator","S.Jayaraman,Kanchan Bhattacharyya",625,2018-02-05,tamil,5.0,836.00,1
The Odyssey,"Homer,Emily Wilson-translator",Claire Danes,812,2018-11-20,English,4.5,"1,506.00",26
Iliad,"Homer,Stanley Lombardo-translator","Stanley Lombardo,Susan Sarandon-introduction",908,2007-09-28,English,4.5,"1,003.00",7
The Iliad & the Odyssey,Homer,Charles Purkey,1469,2019-09-06,English,3.5,32.00,3
"The Plays of William Shakespeare: Romeo and Juliet, Hamlet, Macbeth, and Othello",William Shakespeare,Jonathan Waters,632,2019-02-22,English,5.0,836.00,1
Rumi's Little Book of Life,"Rumi,Maryam Mafi-translator,Azima Melita Kolin-translator",Natasha Soudek,145,2020-12-08,English,5.0,820.00,2
"Sky Above, Great Wind",Kazuaki Tanahashi,Brian Nishii,139,2014-12-09,English,4.5,100.00,2
The Metamorphoses,Ovid,Charlton Griffin,971,2006-12-19,English,5.0,"2,064.00",1
Odyssey,"Homer,Stanley Lombardo-translator","Stanley Lombardo,Susan Sarandon-introduction",742,2007-09-28,English,4.5,"1,003.00",3
Pygmalion,George Bernard Shaw,"Grace Garrett,Arielle Lipshaw,Jeff Moon,",191,2019-01-04,English,4.5,383.00,2
The Iliad & The Odyssey,Homer,Andrea Giordani,1778,2019-12-03,English,5.0,970.00,1
The Tragical History of Doctor Faustus,Christopher Marlowe,fullcast,115,2015-12-23,English,4.0,286.00,2
The Persian Expedition,Xenophon,David Timson,555,2020-03-13,English,5.0,633.00,1
Essays 10: On the Shortness of Life,Seneca,Robin Homer,69,2019-09-19,English,5.0,47.00,5
The Tirukkural,Tiruvalluvar,Neil Shah,353,2017-01-01,English,3.5,371.00,3
The Trial and the Death of Socrates,Plato,"Bruce Alexander,Jamie Glover,David Timson",279,2001-12-30,English,4.5,562.00,2
The Odyssey,"Homer,Robert Fagles-translator",Ian Mc Kellen,783,2099-12-16,English,4.5,"1,131.00",3
Paradise Lost,John Milton,Anton Lesser,642,2004-12-26,English,5.0,836.00,2
The Odyssey,Homer,Charles Purkey,621,2019-09-06,English,4.0,32.00,1
The Iliad,"Homer,Ian Johnston-translator",Anton Lesser,1001,2006-01-01,English,5.0,"1,003.00",1
The Manual,"Epictetus,Ancient Renewal,Sam Torode",Sam Torode,47,2017-05-23,English,5.0,132.00,5
Lady Susan,Jane Austen,"Elizabeth Klett,Beth Thomas,Ben Lindsey-Clark,",148,2016-04-14,English,4.5,333.00,2
The Lower Depths,Maxim Gorky,Christopher Romance,155,2020-01-09,English,3.0,351.00,1
The Poets' Corner,John Lithgow,"Morgan Freeman,Susan Sarandon,Helen Mirren,",391,2007-10-31,English,4.5,500.00,4
Paradise Lost,"John Milton,John Leonard",Adrian Schiller,759,2020-06-25,English,5.0,888.00,1
Aristotle's Poetics,Aristotle,Ray Childs,84,2016-04-04,English,4.0,351.00,1
The Importance of Being Earnest,Oscar Wilde,Matt Montanez,124,2018-01-26,English,5.0,333.00,4
The Children's Homer,Padraic Colum,Robert Whitfield,283,2004-05-19,English,5.0,585.00,1
The Aeneid,Virgil,Simon Callow,746,2006-11-02,English,5.0,"1,131.00",2
Plato's Apology,Plato,Ray Childs,60,2016-04-01,English,5.0,351.00,2
The Epic of Gilgamesh and the Goddess Ishtar,Morris Jastrow-introduction,Denis Daly,69,2018-12-06,English,2.0,286.00,1
Oedipus Rex - King of Thebes,"Sophocles,Gilbert Murray-translator",Matt Montanez,94,2018-01-25,English,4.0,117.00,1
How to Die,"Seneca,James S.Romm-introductionandtranslation",P.J.Ochlan,149,2018-03-20,English,3.5,351.00,3
Metamorphoses,"Ovid,David Raeburn-translator","Martin Jarvis,John Sackville,Maya Saroya,",1105,2020-04-23,English,5.0,888.00,2
Julius Caesar,William Shakespeare,"Andrew Buchan,Sean Barrett",136,2012-04-01,English,5.0,422.00,1
The Republic,"Plato,Raymond Larson-translator",Don Hagen,679,2014-07-11,English,4.0,328.00,1
The Odyssey,"Homer,A.T.Murray-translator",Charlton Griffin,1017,2010-02-04,English,4.5,"2,064.00",2
The Odyssey,"Homer,Ian Johnston-translator",Anton Lesser,765,2006-12-31,English,5.0,"1,477.00",2
The Most Venerable Book (Shang Shu),"Confucius,Martin Palmer-translator",Windson Liong,433,2021-03-25,English,4.0,888.00,1
The Aeneid,Virgil,Charlton Griffin,936,2004-12-30,English,5.0,"2,064.00",2
A Woman of No Importance,Oscar Wilde,"Ben Lindsey-Clark,David Prickett,Erin Louttit,",134,2017-04-07,English,3.0,335.00,1
Saint Joan,Bernard Shaw,"Amy Irving,Edward Herrmann,Kristoffer Tabori",195,2010-02-04,English,5.0,585.00,1
